# Annotated with Bakta
# Software: v1.11.4
# Database: v6.0, light
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Score	Evalue	Query Cov	Subject Cov	Id	Accession
contig_1	cds	931085	932050	-	KOIAIB_00947	449.0	1.0e-157	0.981	0.940	0.724	UniRef:UniRef50_P43788
contig_1	cds	932595	933089	+	KOIAIB_00948	299.0	4.9e-104	1.0	1.038	0.939	UniRef:UniRef50_A0A379SX48
contig_1	cds	933224	937213	+	KOIAIB_00949	2132.0	0.0	1.157	1.0	0.852	UniRef:UniRef50_Q8X5H9
contig_1	cds	937372	937983	+	KOIAIB_00950	379.0	1.9e-133	1.0	0.832	0.901	UniRef:UniRef50_P61316
contig_1	cds	937994	939337	+	KOIAIB_00951	635.0	3.1e-227	1.049	0.996	0.697	UniRef:UniRef50_P0AAZ4
contig_1	cds	939428	940720	+	KOIAIB_00952	603.0	4.2e-215	0.977	0.917	0.726	UniRef:UniRef50_Q7MLV2
contig_1	ncRNA	940734	940868	-	KOIAIB_00953	140.2	7.2e-21	-	-	-	RFAM:RF02084
contig_1	cds	940959	943403	+	KOIAIB_00954	1585.0	0.0	0.999	0.948	0.936	UniRef:UniRef50_P18775
contig_1	cds	943414	944031	+	KOIAIB_00955	410.0	3.0e-146	0.946	0.874	0.928	UniRef:UniRef50_P45003
contig_1	cds	944033	944896	+	KOIAIB_00956	468.0	9.6e-166	1.0	0.808	0.843	UniRef:UniRef50_P18777
contig_1	cds	944931	945557	-	KOIAIB_00957	343.0	2.6e-119	1.0	0.812	0.784	UniRef:UniRef50_A0A5E6SKV3
contig_1	cds	945871	947019	+	KOIAIB_00958	574.0	7.3e-205	0.997	0.916	0.759	UniRef:UniRef50_P21503
contig_1	cds	947229	948659	+	KOIAIB_00959	927.0	0.0	1.0	0.881	0.998	UniRef:UniRef50_A2RL65
contig_1	cds	948660	949568	-	KOIAIB_00960	574.0	1.3e-207	0.964	0.858	0.986	UniRef:UniRef50_P75836
contig_1	cds	949668	950258	+	KOIAIB_00961	227.0	2.9e-74	1.005	0.990	0.523	UniRef:UniRef50_A0A8A4K9C5
contig_1	cds	950340	951080	-	KOIAIB_00962	335.0	9.9e-115	0.988	0.824	0.621	UniRef:UniRef50_P0A9N4
contig_1	cds	951272	953554	-	KOIAIB_00963	1246.0	0.0	0.989	0.842	0.810	UniRef:UniRef50_P09373
contig_1	cds	953609	954466	-	KOIAIB_00964	521.0	2.0e-187	0.996	0.902	0.905	UniRef:UniRef50_A0A1V4B3H6
contig_1	cds	954872	956632	-	KOIAIB_00965	1127.0	0.0	1.0	0.872	0.947	UniRef:UniRef50_P75838
contig_1	cds	956762	957454	+	KOIAIB_00966	433.0	2.8e-154	1.109	1.0	0.894	UniRef:UniRef50_P75839
contig_1	cds	957653	958741	+	KOIAIB_00967	426.0	3.6e-147	0.989	0.909	0.592	UniRef:UniRef50_Q6ALW3
contig_1	cds	958812	960095	+	KOIAIB_00968	679.0	2.5e-244	1.0	0.873	0.803	UniRef:UniRef50_P0A6D3
contig_1	cds	960264	961028	+	KOIAIB_00969	272.0	9.8e-90	0.976	0.846	0.573	UniRef:UniRef50_P43674
contig_1	cds	961201	961884	+	KOIAIB_00970	373.0	1.9e-130	0.996	0.828	0.845	UniRef:UniRef50_P43893
contig_1	cds	961995	963668	+	KOIAIB_00971	765.0	3.4e-274	0.944	0.854	0.749	UniRef:UniRef50_A0A1B8P219
contig_1	cds	963828	964112	+	KOIAIB_00972	127.0	5.8e-38	0.968	0.820	0.659	UniRef:UniRef50_P57394
contig_1	cds	964320	966584	+	KOIAIB_00973	1459.0	0.0	1.245	1.0	0.791	UniRef:UniRef50_P37443
contig_1	cds	966621	968369	+	KOIAIB_00974	884.0	0.0	0.878	0.975	0.910	UniRef:UniRef50_A0A377XU15
contig_1	cds	968366	969352	+	KOIAIB_00975	347.0	3.1e-117	1.009	0.965	0.535	UniRef:UniRef50_U3U6T9
contig_1	cds	969389	970621	+	KOIAIB_00976	471.0	2.6e-163	0.978	0.911	0.574	UniRef:UniRef50_P75843
contig_1	cds	970673	970855	+	KOIAIB_00977	70.1	2.9e-16	0.883	0.815	0.547	UniRef:UniRef50_A0A1Y1SFL6
contig_1	cds	970852	971598	+	KOIAIB_00978	447.0	1.3e-158	1.0	0.805	0.887	UniRef:UniRef50_P04951
contig_1	cds	971752	972645	+	KOIAIB_00979	546.0	7.4e-197	0.886	0.843	0.996	UniRef:UniRef50_P0AB03
contig_1	cds	972622	973401	-	KOIAIB_00980	372.0	3.2e-130	0.815	0.995	0.886	UniRef:UniRef50_O32562
contig_1	cds	973537	974322	+	KOIAIB_00981	448.0	1.8e-159	0.981	0.955	0.832	UniRef:UniRef50_A0A2V4E3C2
contig_1	cds	974319	975641	+	KOIAIB_00982	684.0	4.0e-248	0.814	0.989	0.978	UniRef:UniRef50_A0A496N6Q3
contig_1	cds	975622	976326	+	KOIAIB_00983	365.0	1.6e-128	0.808	0.990	0.995	UniRef:UniRef50_A0A7D8IUH1
contig_1	cds	976326	980786	+	KOIAIB_00984	2300.0	0.0	0.946	0.925	0.888	UniRef:UniRef50_P22523
contig_1	cds	981047	982894	+	KOIAIB_00985	904.0	0.0	1.008	1.028	0.742	UniRef:UniRef50_I2BAM7
contig_1	cds	983075	983623	+	KOIAIB_00986	322.0	4.3e-112	1.0	0.915	0.835	UniRef:UniRef50_A0A2G0QAZ9
contig_1	cds	983650	984297	+	KOIAIB_00987	337.0	8.8e-117	1.0	0.881	0.707	UniRef:UniRef50_A0A090V2C0
contig_1	ncRNA	984395	984437	+	KOIAIB_00988	53.1	2.5e-07	-	-	-	RFAM:RF02751
contig_1	cds	984519	985709	-	KOIAIB_00989	521.0	2.2e-183	1.0	0.896	0.634	UniRef:UniRef50_P00509
contig_1	cds	985894	986982	-	KOIAIB_00990	513.0	2.3e-181	1.097	1.008	0.680	UniRef:UniRef50_P83079
contig_1	cds	987585	988985	-	KOIAIB_00991	729.0	8.5e-264	1.002	1.0	0.728	UniRef:UniRef50_B0JN99
contig_1	cds	989154	990356	-	KOIAIB_00992	474.0	4.2e-165	0.995	0.966	0.573	UniRef:UniRef50_P57442
contig_1	cds	990622	993234	+	KOIAIB_00993	1738.0	0.0	0.999	0.908	0.999	UniRef:UniRef50_P04825
contig_1	cds	993277	994044	-	KOIAIB_00994	276.0	5.9e-92	0.910	0.917	0.625	UniRef:UniRef50_K8X4Y8
contig_1	cds	994041	994832	-	KOIAIB_00995	284.0	2.1e-95	0.806	0.981	0.656	UniRef:UniRef50_A0A3M5W878
contig_1	cds	994843	995988	-	KOIAIB_00996	737.0	2.1e-268	0.990	0.800	0.984	UniRef:UniRef50_P80645
contig_1	cds	995985	996944	-	KOIAIB_00997	343.0	2.4e-116	0.966	0.933	0.545	UniRef:UniRef50_W0LDR8
contig_1	cds	996937	997512	-	KOIAIB_00998	209.0	1.6e-67	0.942	0.909	0.633	UniRef:UniRef50_A0A3S5AWV4
contig_1	cds	997868	998407	+	KOIAIB_00999	326.0	8.2e-114	0.989	0.932	0.994	UniRef:UniRef50_Q8X582
contig_1	cds	998490	999191	+	KOIAIB_01000	-	-	-	-	-	-
contig_1	cds	999216	1001816	+	KOIAIB_01001	1143.0	0.0	0.982	0.983	0.648	UniRef:UniRef50_C3TFX3
contig_1	cds	1001807	1002877	+	KOIAIB_01002	686.0	2.1e-250	1.006	1.0	0.944	UniRef:UniRef50_P75858
contig_1	cds	1002889	1003431	+	KOIAIB_01003	295.0	1.8e-101	0.844	0.809	0.993	UniRef:UniRef50_P75859
contig_1	cds	1003391	1003954	+	KOIAIB_01004	363.0	2.4e-128	1.0	1.0	0.989	UniRef:UniRef50_A0A0K3N108
contig_1	cds	1003968	1004657	+	KOIAIB_01005	430.0	7.9e-153	1.114	0.941	0.882	UniRef:UniRef50_P40876
contig_1	ncRNA-region	1004700	1004773	+	-	98.0	3.8e-18	-	-	-	RFAM:RF02373
contig_1	cds	1004768	1005778	+	KOIAIB_01006	672.0	2.9e-245	1.0	0.913	1.0	UniRef:UniRef50_P0A7E1
contig_1	cds	1005952	1006494	+	KOIAIB_01007	370.0	4.1e-131	0.983	0.868	1.0	UniRef:UniRef50_P75862
contig_1	cds	1006491	1007600	-	KOIAIB_01008	650.0	2.7e-235	0.973	0.893	0.869	UniRef:UniRef50_P75863
contig_1	cds	1007844	1009952	+	KOIAIB_01009	1095.0	0.0	0.823	0.993	0.922	UniRef:UniRef50_A0A379WW56
contig_1	cds	1009964	1011871	+	KOIAIB_01010	1115.0	0.0	1.123	0.999	0.837	UniRef:UniRef50_P43672
contig_1	cds	1012001	1013254	+	KOIAIB_01011	553.0	2.8e-195	0.981	0.876	0.672	UniRef:UniRef50_P0AFL9
contig_1	cds	1013259	1014899	+	KOIAIB_01012	676.0	7.2e-240	1.002	0.961	0.634	UniRef:UniRef50_A0A7S4LWD3
contig_1	cds	1014896	1015459	+	KOIAIB_01013	199.0	3.0e-63	0.995	0.861	0.565	UniRef:UniRef50_H5UX00
contig_1	cds	1015715	1015882	+	KOIAIB_01014	-	-	-	-	-	-
contig_1	cds	1015952	1016578	-	KOIAIB_01015	421.0	2.3e-150	1.0	0.874	0.995	UniRef:UniRef50_P0A6Q3
contig_1	cds	1016539	1018299	-	KOIAIB_01016	716.0	1.7e-254	1.002	0.961	0.613	UniRef:UniRef50_E0SHT3
contig_1	cds	1018485	1018937	+	KOIAIB_01017	200.0	1.2e-64	0.980	0.808	0.687	UniRef:UniRef50_P0A8N0
contig_1	cds	1019013	1020053	-	KOIAIB_01018	420.0	1.3e-145	1.014	0.992	0.590	UniRef:UniRef50_A0A451DAD6
contig_1	cds	1020410	1020919	-	KOIAIB_01019	244.0	2.2e-81	1.0	0.841	0.751	UniRef:UniRef50_A6T752
contig_1	cds	1021138	1021767	+	KOIAIB_01020	396.0	2.3e-140	1.115	1.0	0.893	UniRef:UniRef50_P75869
contig_1	cds	1021730	1023892	-	KOIAIB_01021	983.0	0.0	0.965	0.878	0.725	UniRef:UniRef50_P75870
contig_1	cds	1023902	1024348	-	KOIAIB_01022	264.0	5.7e-90	1.0	0.822	0.892	UniRef:UniRef50_P0AB12
contig_1	cds	1024471	1026525	+	KOIAIB_01023	929.0	0.0	1.0	0.932	0.671	UniRef:UniRef50_P15038
contig_1	cds	1026557	1027015	-	KOIAIB_01024	185.0	4.6e-59	0.993	0.915	0.556	UniRef:UniRef50_A0A411MHY8
contig_1	cds	1027111	1027773	-	KOIAIB_01025	329.0	4.0e-113	1.0	0.818	0.768	UniRef:UniRef50_P0A8X4
contig_1	cds	1027946	1028359	+	KOIAIB_01026	205.0	6.4e-68	0.825	0.974	0.894	UniRef:UniRef50_A0A2J4PK94
contig_1	cds	1028404	1028721	-	KOIAIB_01027	159.0	2.0e-50	1.0	0.955	0.743	UniRef:UniRef50_Q7CHM0
contig_1	cds	1028779	1029954	-	KOIAIB_01028	737.0	1.2e-268	1.0	0.859	0.928	UniRef:UniRef50_P75876
contig_1	cds	1030064	1030342	+	KOIAIB_01029	111.0	7.7e-32	1.0	1.0	0.598	UniRef:UniRef50_A0A376TIS7
contig_1	cds	1030339	1030668	-	KOIAIB_01030	175.0	2.4e-56	1.0	0.845	0.743	UniRef:UniRef50_Q2NU63
contig_1	cds	1030759	1031418	-	KOIAIB_01031	365.0	2.4e-127	0.977	0.808	0.921	UniRef:UniRef50_P0AAC6
contig_1	tRNA	1031625	1031712	-	KOIAIB_01032	83.5	-	-	-	-	-
contig_1	cds	1032139	1033257	+	KOIAIB_01033	555.0	8.9e-198	0.925	0.854	0.730	UniRef:UniRef50_P31892
contig_1	cds	1033254	1035047	+	KOIAIB_01034	786.0	3.9e-282	1.003	0.998	0.618	UniRef:UniRef50_A0A711MED0
contig_1	cds	1035066	1035773	+	KOIAIB_01035	431.0	1.3e-153	0.966	0.930	0.872	UniRef:UniRef50_A0A086XVW4
contig_1	cds	1035770	1036357	+	KOIAIB_01036	320.0	1.1e-110	1.062	0.954	0.792	UniRef:UniRef50_P19930
contig_1	cds	1036354	1036752	+	KOIAIB_01037	199.0	6.3e-65	0.947	0.828	0.728	UniRef:UniRef50_P19931
contig_1	cds	1036749	1037606	+	KOIAIB_01038	432.0	1.2e-151	0.975	0.810	0.755	UniRef:UniRef50_P19932
contig_1	cds	1037740	1039284	+	KOIAIB_01039	592.0	1.1e-207	0.975	0.904	0.599	UniRef:UniRef50_P26459
contig_1	cds	1039296	1040432	+	KOIAIB_01040	605.0	1.5e-217	1.024	1.0	0.780	UniRef:UniRef50_A0A344R1E1
contig_1	cds	1040445	1040537	+	KOIAIB_01041	57.4	4.2e-12	0.967	0.967	0.931	UniRef:UniRef50_Q32HS8
contig_1	cds	1040617	1041915	+	KOIAIB_01042	807.0	6.4e-295	1.0	0.882	0.938	UniRef:UniRef50_P07102
contig_1	cds	1042030	1044210	-	KOIAIB_01043	1278.0	0.0	1.045	1.0	0.908	UniRef:UniRef50_P38134
contig_1	cds	1044230	1044676	-	KOIAIB_01044	187.0	7.6e-60	0.986	0.869	0.616	UniRef:UniRef50_Q48451
contig_1	cds	1044664	1045803	-	KOIAIB_01045	483.0	2.0e-168	1.148	0.975	0.547	UniRef:UniRef50_P0A930
contig_1	cds	1045849	1047945	-	KOIAIB_01046	754.0	2.0e-266	1.001	0.991	0.536	UniRef:UniRef50_B2VKA7
contig_1	cds	1047945	1048691	-	KOIAIB_01047	478.0	8.3e-172	0.992	0.932	0.963	UniRef:UniRef50_P75883
contig_1	cds	1048688	1049332	-	KOIAIB_01048	-	-	-	-	-	-
contig_1	cds	1049439	1049744	-	KOIAIB_01049	-	-	-	-	-	-
contig_1	cds	1049833	1050108	+	KOIAIB_01050	177.0	7.7e-58	0.989	0.818	0.922	UniRef:UniRef50_P19763
contig_1	cds	1050153	1050530	+	KOIAIB_01051	248.0	9.1e-85	0.984	0.837	0.984	UniRef:UniRef50_A0A899NDL5
contig_1	ncRNA-region	1051305	1051727	+	-	158.2	5.7e-18	-	-	-	RFAM:RF01766
contig_1	cds	1051461	1051673	+	KOIAIB_01052	116.0	3.8e-34	1.0	0.824	0.743	UniRef:UniRef50_A7ME79
contig_1	cds	1052067	1052240	+	KOIAIB_01053	75.1	2.8e-18	1.0	0.864	0.649	UniRef:UniRef50_P0AC92
contig_1	cds	1052289	1053362	-	KOIAIB_01054	524.0	4.4e-186	1.031	0.971	0.698	UniRef:UniRef50_P52636
contig_1	cds	1053434	1056133	-	KOIAIB_01055	1623.0	0.0	1.0	0.924	0.973	UniRef:UniRef50_P39453
contig_1	cds	1056261	1057289	+	KOIAIB_01056	481.0	1.4e-170	0.944	1.019	0.824	UniRef:UniRef50_A0A376P3J4
contig_1	cds	1057262	1057954	-	KOIAIB_01057	375.0	1.1e-131	0.996	0.920	0.817	UniRef:UniRef50_P38684
contig_1	cds	1058084	1059256	+	KOIAIB_01058	553.0	4.1e-197	0.974	0.982	0.668	UniRef:UniRef50_A0A2C6DLY1
contig_1	cds	1059256	1061802	+	KOIAIB_01059	1652.0	0.0	0.948	0.816	0.996	UniRef:UniRef50_P33225
contig_1	cds	1061799	1062398	+	KOIAIB_01060	234.0	8.2e-77	1.015	0.922	0.614	UniRef:UniRef50_P36662
contig_1	ncRNA	1062410	1062488	-	KOIAIB_01061	68.9	6.3e-10	-	-	-	RFAM:RF02564
contig_1	cds	1062550	1062855	-	KOIAIB_01062	143.0	3.8e-44	0.990	0.943	0.700	UniRef:UniRef50_S3IMF7
contig_1	cds	1062855	1063775	-	KOIAIB_01063	568.0	1.8e-205	1.0	1.0	0.912	UniRef:UniRef50_A8AI78
contig_1	cds	1064036	1065292	+	KOIAIB_01064	697.0	2.7e-252	1.067	0.996	0.789	UniRef:UniRef50_P36661
contig_1	cds	1065585	1066826	+	KOIAIB_01065	713.0	3.5e-259	1.0	0.956	0.833	UniRef:UniRef50_P19926
contig_1	cds	1066864	1067091	-	KOIAIB_01066	131.0	2.6e-40	0.880	0.917	0.985	UniRef:UniRef50_A0A4P0XXM7
contig_1	cds	1067112	1067708	-	KOIAIB_01067	304.0	3.6e-104	0.995	0.849	0.766	UniRef:UniRef50_Q2RXG7
contig_1	cds	1068081	1068254	+	KOIAIB_01068	-	-	-	-	-	-
contig_1	cds	1068511	1069839	-	KOIAIB_01069	513.0	9.6e-179	0.973	0.862	0.630	UniRef:UniRef50_A0A3A8F193
contig_1	cds	1069860	1070354	-	KOIAIB_01070	194.0	3.3e-62	0.976	0.860	0.600	UniRef:UniRef50_A0A2W5T157
contig_1	cds	1070365	1070955	-	KOIAIB_01071	248.0	5.9e-82	0.980	0.817	0.604	UniRef:UniRef50_Q53009
contig_1	cds	1070965	1071765	-	KOIAIB_01072	505.0	7.6e-182	1.068	1.0	0.905	UniRef:UniRef50_P75895
contig_1	cds	1071773	1072159	-	KOIAIB_01073	210.0	2.3e-69	1.0	0.831	0.766	UniRef:UniRef50_Q8XAU5
contig_1	cds	1072171	1072866	-	KOIAIB_01074	296.0	6.4e-100	0.948	0.826	0.635	UniRef:UniRef50_A0A679K516
contig_1	cds	1072863	1073954	-	KOIAIB_01075	535.0	9.3e-190	0.972	0.840	0.720	UniRef:UniRef50_P75898
contig_1	cds	1074242	1074880	+	KOIAIB_01076	232.0	3.6e-75	0.967	0.801	0.527	UniRef:UniRef50_N2JGG2
contig_1	cds	1074920	1078882	-	KOIAIB_01077	1982.0	0.0	1.030	1.001	0.763	UniRef:UniRef50_L0NKD4
contig_1	cds	1078937	1079146	+	KOIAIB_01078	124.0	1.1e-37	0.971	0.918	0.970	UniRef:UniRef50_A0A8T5WA32
contig_1	cds	1079305	1080813	+	KOIAIB_01079	775.0	5.5e-281	0.972	0.984	0.795	UniRef:UniRef50_A0A2X4URP0
contig_1	cds	1081356	1081466	+	KOIAIB_01080	-	-	-	-	-	-
contig_1	cds	1081466	1082185	+	KOIAIB_01081	327.0	8.7e-112	0.967	0.808	0.697	UniRef:UniRef50_A0A376VKN6
contig_1	cds	1082243	1083370	+	KOIAIB_01082	414.0	1.3e-142	0.920	0.932	0.612	UniRef:UniRef50_A0A512J9S0
contig_1	cds	1083376	1084647	+	KOIAIB_01083	693.0	1.7e-252	0.813	0.994	0.991	UniRef:UniRef50_A0A2X1J1L9
contig_1	cds	1084992	1086056	+	KOIAIB_01084	679.0	5.3e-248	0.975	0.964	1.0	UniRef:UniRef50_P0A9K1
contig_1	ncRNA	1085858	1086051	-	KOIAIB_01085	189.2	9.7e-31	-	-	-	RFAM:RF02855
contig_1	cds	1086106	1086519	-	KOIAIB_01086	-	-	-	-	-	-
contig_1	cds	1086521	1087846	-	KOIAIB_01087	590.0	3.1e-209	0.993	0.928	0.662	UniRef:UniRef50_Q5GVV5
contig_1	cds	1087839	1089857	-	KOIAIB_01088	1112.0	0.0	0.988	0.955	0.803	UniRef:UniRef50_P75906
contig_1	cds	1089866	1092289	-	KOIAIB_01089	1635.0	0.0	0.999	0.977	0.995	UniRef:UniRef50_P69434
contig_1	cds	1092876	1094234	+	KOIAIB_01090	814.0	3.2e-297	0.982	0.895	0.944	UniRef:UniRef50_P75908
contig_1	cds	1094275	1095141	-	KOIAIB_01091	602.0	1.4e-219	1.0	0.950	0.997	UniRef:UniRef50_A0A2X7XDT5
contig_1	cds	1095138	1095437	-	KOIAIB_01092	162.0	7.9e-52	0.939	1.0	0.989	UniRef:UniRef50_A0A8I0T144
contig_1	cds	1095523	1095846	+	KOIAIB_01093	-	-	-	-	-	-
contig_1	cds	1095843	1096829	+	KOIAIB_01094	624.0	8.0e-227	0.988	0.931	1.0	UniRef:UniRef50_P75910
contig_1	tRNA	1097565	1097652	-	KOIAIB_01095	76.9	-	-	-	-	-
contig_1	cds	1097886	1098824	+	KOIAIB_01096	523.0	2.2e-188	0.843	1.0	0.981	UniRef:UniRef50_A0A927DWS3
contig_1	cds	1098879	1099616	+	KOIAIB_01097	327.0	1.5e-111	0.996	0.827	0.648	UniRef:UniRef50_P75914
contig_1	cds	1099640	1100194	+	KOIAIB_01098	356.0	2.5e-125	1.185	1.0	0.835	UniRef:UniRef50_P75915
contig_1	cds	1100266	1100787	+	KOIAIB_01099	207.0	1.2e-67	0.873	1.127	0.702	UniRef:UniRef50_A0A8S0FXZ0
contig_1	cds	1100851	1101684	-	KOIAIB_01100	538.0	1.4e-194	1.0	0.972	1.0	UniRef:UniRef50_A0A7M2V1P4
contig_1	cds	1101711	1102127	-	KOIAIB_01101	199.0	3.3e-65	0.884	0.984	0.885	UniRef:UniRef50_UPI0022F130B0
contig_1	cds	1102152	1102541	-	KOIAIB_01102	234.0	2.2e-79	0.876	0.911	1.0	UniRef:UniRef50_A0A447XZ73
contig_1	cds	1102546	1103196	-	KOIAIB_01103	389.0	4.8e-137	0.968	0.829	0.919	UniRef:UniRef50_P52106
contig_1	ncRNA	1103252	1103343	-	KOIAIB_01104	119.8	2.7e-21	-	-	-	RFAM:RF02752
contig_1	cds	1103951	1104406	+	KOIAIB_01105	-	-	-	-	-	-
contig_1	cds	1104447	1104902	+	KOIAIB_01106	-	-	-	-	-	-
contig_1	cds	1104961	1105293	+	KOIAIB_01107	160.0	2.9e-50	0.955	0.827	0.762	UniRef:UniRef50_P0A1Z8
contig_1	cds	1105414	1105725	+	KOIAIB_01108	-	-	-	-	-	-
contig_1	cds	1105820	1106353	+	KOIAIB_01109	217.0	6.8e-71	0.994	0.921	0.642	UniRef:UniRef50_A0A0U5LMQ8
contig_1	cds	1106295	1107776	+	KOIAIB_01110	985.0	0.0	1.0	0.859	0.998	UniRef:UniRef50_P75919
contig_1	cds	1107784	1108941	-	KOIAIB_01111	606.0	1.6e-217	1.062	0.995	0.758	UniRef:UniRef50_P75920
contig_1	cds	1109368	1110870	+	KOIAIB_01112	625.0	7.4e-221	0.978	0.872	0.609	UniRef:UniRef50_A0A4Q1HHQ1
contig_1	cds	1110893	1113406	+	KOIAIB_01113	1207.0	0.0	0.941	0.901	0.760	UniRef:UniRef50_Q8FIS3
contig_1	ncRNA	1113438	1113480	-	KOIAIB_01114	48.0	2.3e-06	-	-	-	RFAM:RF02751
contig_1	cds	1113579	1113806	+	KOIAIB_01115	118.0	9.1e-35	1.0	0.843	0.613	UniRef:UniRef50_P0AB31
contig_1	cds	1113807	1114181	-	KOIAIB_01116	154.0	1.3e-47	1.008	0.926	0.640	UniRef:UniRef50_H2IUX6
contig_1	cds	1114264	1115490	-	KOIAIB_01117	684.0	2.4e-247	0.998	0.896	0.870	UniRef:UniRef50_P25744
contig_1	cds	1115662	1116582	-	KOIAIB_01118	455.0	3.9e-160	1.0	0.869	0.676	UniRef:UniRef50_P0ACV0
contig_1	cds	1116807	1117859	+	KOIAIB_01119	484.0	1.6e-169	1.0	0.805	0.654	UniRef:UniRef50_P24188
contig_1	cds	1117901	1118476	-	KOIAIB_01120	275.0	3.8e-93	0.984	0.883	0.707	UniRef:UniRef50_P0A8X2
contig_1	cds	1118480	1119046	-	KOIAIB_01121	251.0	1.3e-83	0.957	0.845	0.622	UniRef:UniRef50_P75925
contig_1	cds	1119307	1119420	-	KOIAIB_01122	58.2	3.6e-12	1.0	0.860	0.730	UniRef:UniRef50_A0A1B7HY31
contig_1	cds	1119468	1120586	-	KOIAIB_01123	585.0	1.8e-209	0.997	0.918	0.757	UniRef:UniRef50_P40874
contig_1	cds	1120701	1120955	-	KOIAIB_01124	147.0	3.0e-46	1.012	1.0	0.859	UniRef:UniRef50_A0A0F0VBE9
contig_1	cds	1121242	1121487	-	KOIAIB_01125	140.0	1.7e-43	1.0	0.802	0.852	UniRef:UniRef50_A0A2B7LQV9
contig_1	cds	1121561	1122607	-	KOIAIB_01126	543.0	1.9e-194	0.997	0.989	0.735	UniRef:UniRef50_B1XWS5
contig_1	ncRNA-region	1122608	1122657	-	-	68.8	3.1e-10	-	-	-	RFAM:RF02372
contig_1	cds	1122713	1123273	-	KOIAIB_01127	323.0	4.6e-112	1.0	0.819	0.866	UniRef:UniRef50_P0AB26
contig_1	cds	1123407	1124054	-	KOIAIB_01128	412.0	2.3e-146	0.944	0.839	1.0	UniRef:UniRef50_P0AC59
contig_1	cds	1124118	1125326	-	KOIAIB_01129	663.0	3.8e-239	0.958	0.839	0.852	UniRef:UniRef50_P69367
contig_1	cds	1125562	1126146	+	KOIAIB_01130	335.0	6.0e-117	1.0	0.985	0.768	UniRef:UniRef50_A0A4V1BWR9
contig_1	cds	1126157	1126804	+	KOIAIB_01131	295.0	2.0e-101	0.800	1.0	0.866	UniRef:UniRef50_A0A376P3Y8
contig_1	cds	1126806	1127729	+	KOIAIB_01132	578.0	5.7e-209	1.121	1.0	0.866	UniRef:UniRef50_P37168
contig_1	cds	1127839	1129374	+	KOIAIB_01133	834.0	9.4e-304	0.998	0.966	0.851	UniRef:UniRef50_A0A2P5SWZ1
contig_1	cds	1129414	1129830	-	KOIAIB_01134	199.0	9.8e-65	0.971	0.854	0.791	UniRef:UniRef50_P43533
contig_1	cds	1129835	1130128	-	KOIAIB_01135	168.0	6.4e-54	0.979	0.864	0.989	UniRef:UniRef50_P0AEM4
contig_1	cds	1130204	1130863	-	KOIAIB_01136	370.0	2.6e-130	1.0	0.991	0.868	UniRef:UniRef50_H5V159
contig_1	cds	1131018	1131434	+	KOIAIB_01137	225.0	5.3e-75	1.0	0.847	0.848	UniRef:UniRef50_P16437
contig_1	cds	1131438	1131842	+	KOIAIB_01138	166.0	4.8e-52	1.007	0.938	0.667	UniRef:UniRef50_A0A653ZK36
contig_1	cds	1131854	1132549	+	KOIAIB_01139	361.0	2.8e-126	1.004	1.0	0.841	UniRef:UniRef50_P0A1I9
contig_1	cds	1132574	1133782	+	KOIAIB_01140	394.0	2.2e-133	1.062	1.009	0.543	UniRef:UniRef50_A0A2T7AJ89
contig_1	cds	1133802	1134557	+	KOIAIB_01141	421.0	5.9e-149	0.984	0.915	0.887	UniRef:UniRef50_P75938
contig_1	cds	1134729	1135511	+	KOIAIB_01142	471.0	8.0e-168	1.192	1.0	0.826	UniRef:UniRef50_A0A2S5THT3
contig_1	cds	1135564	1136262	+	KOIAIB_01143	219.0	3.6e-70	0.991	0.943	0.522	UniRef:UniRef50_F7RW61
contig_1	cds	1136274	1137371	+	KOIAIB_01144	392.0	5.1e-133	0.964	0.807	0.585	UniRef:UniRef50_P0A6S3
contig_1	cds	1137371	1138312	+	KOIAIB_01145	483.0	1.7e-172	0.802	0.984	0.984	UniRef:UniRef50_A0A376YEM1
contig_1	cds	1138378	1140021	+	KOIAIB_01146	886.0	0.0	0.952	0.990	0.908	UniRef:UniRef50_A0A376TIC6
contig_1	cds	1140033	1140986	+	KOIAIB_01147	352.0	2.8e-119	1.025	0.929	0.606	UniRef:UniRef50_A0A198GKK8
contig_1	cds	1141182	1144367	-	KOIAIB_01148	1561.0	0.0	1.263	1.0	0.757	UniRef:UniRef50_P21513
contig_1	ncRNA-region	1144392	1144728	-	-	260.1	5.0e-35	-	-	-	RFAM:RF00040
contig_1	cds	1144940	1145899	+	KOIAIB_01149	495.0	3.5e-175	1.210	0.995	0.697	UniRef:UniRef50_P0AA39
contig_1	cds	1146011	1146634	-	KOIAIB_01150	251.0	1.9e-83	0.966	0.893	0.660	UniRef:UniRef50_P0A729
contig_1	ncRNA	1146589	1146757	+	KOIAIB_01151	210.6	3.6e-33	-	-	-	RFAM:RF00077
contig_1	cds	1146794	1147315	+	KOIAIB_01152	218.0	2.3e-71	0.977	0.977	0.633	UniRef:UniRef50_A0A1H7VBN6
contig_1	cds	1147367	1147540	+	KOIAIB_01153	64.7	3.6e-14	0.982	0.848	0.554	UniRef:UniRef50_C7RBG1
