# Annotated with Bakta
# Software: v1.11.4
# Database: v6.0, light
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Score	Evalue	Query Cov	Subject Cov	Id	Accession
contig_1	cds	931506	932924	-	OBDLAM_00939	608.0	1.3e-215	0.994	0.923	0.644	UniRef:UniRef50_P11553
contig_1	cds	933033	934808	-	OBDLAM_00940	933.0	0.0	0.843	0.947	0.924	UniRef:UniRef50_A0A379VKL4
contig_1	cds	934841	936157	-	OBDLAM_00941	749.0	1.6e-273	0.895	0.995	0.990	UniRef:UniRef50_A0A376LAT6
contig_1	cds	936704	937351	+	OBDLAM_00942	333.0	6.3e-115	0.981	0.824	0.768	UniRef:UniRef50_P0AB87
contig_1	cds	937379	938527	+	OBDLAM_00943	417.0	9.3e-143	1.003	0.880	0.567	UniRef:UniRef50_P0A9S1
contig_1	cds	938582	939427	-	OBDLAM_00944	513.0	1.9e-184	0.911	0.839	0.980	UniRef:UniRef50_Q8ZMC9
contig_1	cds	939449	940816	-	OBDLAM_00945	868.0	0.0	0.969	0.902	1.0	UniRef:UniRef50_P30744
contig_1	cds	940874	942163	-	OBDLAM_00946	498.0	3.1e-173	0.970	0.874	0.615	UniRef:UniRef50_P0AAD6
contig_1	cds	942720	944084	-	OBDLAM_00947	774.0	3.7e-281	0.998	0.892	0.854	UniRef:UniRef50_P0ADR8
contig_1	cds	944196	945044	-	OBDLAM_00948	432.0	5.5e-152	1.0	0.895	0.738	UniRef:UniRef50_Q46920
contig_1	cds	945112	945657	+	OBDLAM_00949	221.0	5.3e-72	1.0	0.801	0.586	UniRef:UniRef50_Q6D8F3
contig_1	ncRNA	945877	946236	+	OBDLAM_00950	380.5	1.9e-41	-	-	-	RFAM:RF00018
contig_1	cds	946279	946608	+	OBDLAM_00951	176.0	9.9e-57	1.0	0.813	0.807	UniRef:UniRef50_Q46919
contig_1	cds	946608	947390	+	OBDLAM_00952	367.0	4.1e-127	0.977	0.861	0.689	UniRef:UniRef50_P0AA41
contig_1	cds	947408	947857	+	OBDLAM_00953	199.0	9.3e-65	0.966	0.941	0.653	UniRef:UniRef50_Q47418
contig_1	cds	948292	949644	+	OBDLAM_00954	818.0	5.0e-299	0.993	0.912	0.902	UniRef:UniRef50_A8ANZ6
contig_1	cds	949646	950986	+	OBDLAM_00955	552.0	1.2e-193	1.150	1.002	0.550	UniRef:UniRef50_P0AES2
contig_1	cds	951007	952347	+	OBDLAM_00956	780.0	1.6e-283	1.143	0.996	0.753	UniRef:UniRef50_P0AES2
contig_1	cds	952580	955336	-	OBDLAM_00957	1343.0	0.0	0.834	0.976	0.896	UniRef:UniRef50_A0A379TNR5
contig_1	cds	955393	956694	+	OBDLAM_00958	830.0	2.0e-304	1.0	0.927	0.952	UniRef:UniRef50_P55135
contig_1	cds	956742	958976	+	OBDLAM_00959	938.0	0.0	1.081	1.004	0.595	UniRef:UniRef50_P55133
contig_1	cds	959054	959302	+	OBDLAM_00960	120.0	1.7e-35	1.0	1.0	0.707	UniRef:UniRef50_A0A379AIS5
contig_1	cds	959302	959637	+	OBDLAM_00961	226.0	1.4e-76	1.0	0.933	0.982	UniRef:UniRef50_P0AE70
contig_1	cds	959708	960499	+	OBDLAM_00962	452.0	1.2e-161	0.871	0.939	1.0	UniRef:UniRef50_A0A2X3LT85
contig_1	cds	960727	962364	+	OBDLAM_00963	706.0	2.4e-251	0.994	0.899	0.638	UniRef:UniRef50_Q8P9Z6
contig_1	cds	962452	963750	+	OBDLAM_00964	676.0	5.3e-245	0.840	0.968	0.964	UniRef:UniRef50_A0A447N4P2
contig_1	cds	964696	964836	-	OBDLAM_00965	79.0	3.7e-20	0.935	0.811	0.930	UniRef:UniRef50_C1P612
contig_1	cds	964975	965646	+	OBDLAM_00966	360.0	2.8e-125	1.0	0.805	0.753	UniRef:UniRef50_P64554
contig_1	cds	967141	968619	-	OBDLAM_00967	989.0	0.0	1.053	1.0	0.938	UniRef:UniRef50_P55138
contig_1	cds	968646	969923	-	OBDLAM_00968	779.0	7.9e-284	1.167	1.0	0.837	UniRef:UniRef50_P77031
contig_1	cds	970242	971027	+	OBDLAM_00969	338.0	5.3e-116	0.992	0.981	0.653	UniRef:UniRef50_A0A376LCW0
contig_1	cds	971097	972551	+	OBDLAM_00970	627.0	1.9e-222	0.994	0.901	0.632	UniRef:UniRef50_R2SDW3
contig_1	cds	972573	973982	+	OBDLAM_00971	866.0	1.2e-317	1.053	1.0	0.917	UniRef:UniRef50_Q46909
contig_1	cds	973960	974739	+	OBDLAM_00972	446.0	1.2e-158	1.100	1.0	0.832	UniRef:UniRef50_Q46908
contig_1	cds	974736	975596	+	OBDLAM_00973	557.0	2.5e-201	1.0	0.867	1.0	UniRef:UniRef50_A0A0B0VZE3
contig_1	cds	975744	976319	-	OBDLAM_00974	288.0	1.6e-98	1.0	1.005	0.780	UniRef:UniRef50_A0A2X3JBU0
contig_1	cds	976336	976596	-	OBDLAM_00975	171.0	2.4e-55	1.0	0.878	0.884	UniRef:UniRef50_A0A0H2V1G2
contig_1	cds	976587	977858	-	OBDLAM_00976	831.0	1.3e-305	1.0	0.977	0.972	UniRef:UniRef50_Q46904
contig_1	cds	977936	978301	-	OBDLAM_00977	172.0	1.4e-54	0.950	0.810	0.661	UniRef:UniRef50_A0A5E6MPV7
contig_1	cds	978617	980416	+	OBDLAM_00978	909.0	0.0	1.022	0.942	0.753	UniRef:UniRef50_Q6D1A1
contig_1	cds	980416	982128	+	OBDLAM_00979	979.0	0.0	1.153	0.995	0.732	UniRef:UniRef50_P0C0B2
contig_1	cds	982203	982937	+	OBDLAM_00980	488.0	2.7e-175	1.0	0.819	0.967	UniRef:UniRef50_P17854
contig_1	ncRNA	983060	983217	+	OBDLAM_00981	113.1	1.4e-18	-	-	-	RFAM:RF01794
contig_1	cds	983202	983354	+	OBDLAM_00982	-	-	-	-	-	-
contig_1	cds	983384	983524	-	OBDLAM_00983	-	-	-	-	-	-
contig_1	cds	983547	984659	-	OBDLAM_00984	439.0	1.9e-152	0.981	0.986	0.614	UniRef:UniRef50_A0A376S056
contig_1	cds	984898	987597	+	OBDLAM_00985	1291.0	0.0	0.984	0.966	0.715	UniRef:UniRef50_A0A839WLL1
contig_1	cds	987695	989257	+	OBDLAM_00986	1025.0	0.0	1.062	1.0	0.917	UniRef:UniRef50_C9XXR1
contig_1	cds	989308	989790	+	OBDLAM_00987	261.0	1.2e-88	1.0	0.825	0.844	UniRef:UniRef50_A0A3P5DSL4
contig_1	cds	989802	990857	+	OBDLAM_00988	542.0	7.8e-195	0.812	1.0	0.986	UniRef:UniRef50_A0A6N3QU73
contig_1	cds	990868	991614	+	OBDLAM_00989	291.0	5.0e-98	1.016	1.004	0.575	UniRef:UniRef50_A7MFL0
contig_1	cds	991596	992246	+	OBDLAM_00990	417.0	5.1e-148	1.0	0.824	0.949	UniRef:UniRef50_A0A233WXS5
contig_1	cds	992243	993166	+	OBDLAM_00991	389.0	9.8e-135	1.010	0.963	0.635	UniRef:UniRef50_Q2RY21
contig_1	cds	993163	993456	+	OBDLAM_00992	126.0	1.6e-37	0.979	0.905	0.632	UniRef:UniRef50_A0A081NCQ8
contig_1	cds	993968	995005	-	OBDLAM_00993	659.0	7.9e-240	0.962	0.867	0.985	UniRef:UniRef50_P10423
contig_1	cds	995125	995502	-	OBDLAM_00994	250.0	1.6e-85	0.984	0.837	0.992	UniRef:UniRef50_A0A899NDL5
contig_1	cds	995574	995789	+	OBDLAM_00995	121.0	2.5e-36	1.0	0.887	0.831	UniRef:UniRef50_B0LHG4
contig_1	cds	996034	996942	+	OBDLAM_00996	484.0	3.2e-173	1.0	1.208	0.818	UniRef:UniRef50_A0A3D3BEP2
contig_1	cds	996944	998371	+	OBDLAM_00997	752.0	2.7e-272	0.994	0.933	0.797	UniRef:UniRef50_Q8ZBP2
contig_1	cds	998371	998976	+	OBDLAM_00998	315.0	2.1e-108	1.244	1.0	0.672	UniRef:UniRef50_A0A954PMA2
contig_1	cds	999026	999349	+	OBDLAM_00999	179.0	4.8e-58	1.215	1.0	0.762	UniRef:UniRef50_P46141
contig_1	cds	999543	999854	+	OBDLAM_01000	151.0	3.0e-47	0.913	0.847	0.777	UniRef:UniRef50_Q6D1B2
contig_1	cds	999873	1000583	+	OBDLAM_01001	409.0	3.7e-144	1.186	0.993	0.757	UniRef:UniRef50_Q46893
contig_1	cds	1000583	1001062	+	OBDLAM_01002	174.0	2.6e-54	0.987	0.924	0.573	UniRef:UniRef50_B2A4B2
contig_1	cds	1001059	1002108	+	OBDLAM_01003	362.0	1.4e-122	0.966	0.889	0.558	UniRef:UniRef50_P44039
contig_1	cds	1002089	1002850	+	OBDLAM_01004	387.0	1.0e-135	0.964	0.946	0.783	UniRef:UniRef50_Q7N8K4
contig_1	cds	1002844	1003470	+	OBDLAM_01005	269.0	7.6e-90	1.0	0.822	0.625	UniRef:UniRef50_P0A7A5
contig_1	cds	1003610	1004749	+	OBDLAM_01006	394.0	1.4e-133	1.185	1.011	0.586	UniRef:UniRef50_P0ADA3
contig_1	cds	1004812	1005804	+	OBDLAM_01007	421.0	4.5e-146	1.027	0.914	0.684	UniRef:UniRef50_A0A2E5FDF7
contig_1	cds	1005898	1007262	-	OBDLAM_01008	516.0	3.8e-180	1.0	1.002	0.623	UniRef:UniRef50_J3DAQ8
contig_1	cds	1007351	1008127	-	OBDLAM_01009	429.0	1.2e-152	0.806	0.941	0.976	UniRef:UniRef50_A0A376WAZ8
contig_1	cds	1008132	1008770	-	OBDLAM_01010	271.0	5.0e-91	0.976	0.900	0.652	UniRef:UniRef50_Q6CZ24
contig_1	cds	1008767	1010029	-	OBDLAM_01011	459.0	1.5e-158	1.017	0.986	0.569	UniRef:UniRef50_P44093
contig_1	cds	1010026	1010934	-	OBDLAM_01012	457.0	4.5e-161	0.990	0.842	0.826	UniRef:UniRef50_A0A4R6VKQ1
contig_1	cds	1011130	1011897	+	OBDLAM_01013	298.0	3.6e-100	0.988	0.890	0.619	UniRef:UniRef50_Q849X9
contig_1	cds	1011948	1012604	-	OBDLAM_01014	389.0	2.7e-137	0.876	0.816	0.969	UniRef:UniRef50_P55799
contig_1	cds	1012710	1015271	-	OBDLAM_01015	1381.0	0.0	0.994	0.915	0.837	UniRef:UniRef50_P23909
contig_1	cds	1015347	1015526	+	OBDLAM_01016	111.0	1.4e-32	0.983	0.866	0.966	UniRef:UniRef50_A0A658YS93
contig_1	cds	1015558	1015911	+	OBDLAM_01017	181.0	3.4e-58	0.974	0.820	0.737	UniRef:UniRef50_P25728
contig_1	cds	1015948	1018026	-	OBDLAM_01018	655.0	9.2e-227	1.026	0.943	0.518	UniRef:UniRef50_E5YKN8
contig_1	cds	1018100	1019110	-	OBDLAM_01019	457.0	2.7e-160	0.991	0.930	0.685	UniRef:UniRef50_A3N1X7
contig_1	cds	1019107	1020228	-	OBDLAM_01020	444.0	2.1e-153	0.981	0.826	0.566	UniRef:UniRef50_A0A6L5Z5E1
contig_1	cds	1020228	1020500	-	OBDLAM_01021	120.0	1.8e-35	1.011	0.948	0.637	UniRef:UniRef50_A0A089Q2I1
contig_1	cds	1020491	1021363	-	OBDLAM_01022	335.0	4.3e-113	1.121	0.937	0.560	UniRef:UniRef50_A0A5C1PZE3
contig_1	cds	1021367	1021717	-	OBDLAM_01023	152.0	2.1e-47	0.983	0.974	0.649	UniRef:UniRef50_A0A0F7HEE6
contig_1	cds	1021929	1022390	+	OBDLAM_01024	280.0	1.7e-96	0.993	0.981	0.888	UniRef:UniRef50_A0A659S3T9
contig_1	cds	1022515	1023126	+	OBDLAM_01025	177.0	1.3e-54	0.931	0.913	0.503	UniRef:UniRef50_A0AAC9HKB9
contig_1	cds	1023123	1024949	+	OBDLAM_01026	1119.0	0.0	1.051	1.0	0.936	UniRef:UniRef50_A0A3P6LZW4
contig_1	cds	1024952	1025875	+	OBDLAM_01027	571.0	1.6e-206	0.980	0.926	0.997	UniRef:UniRef50_P16430
contig_1	cds	1025893	1027602	+	OBDLAM_01028	929.0	0.0	0.805	1.0	0.998	UniRef:UniRef50_A0A377VXB5
contig_1	cds	1027612	1028154	+	OBDLAM_01029	266.0	4.5e-90	1.0	0.914	0.767	UniRef:UniRef50_P16432
contig_1	cds	1028154	1028921	+	OBDLAM_01030	304.0	7.5e-103	0.980	0.940	0.624	UniRef:UniRef50_K4LIX1
contig_1	cds	1028918	1029328	+	OBDLAM_01031	190.0	1.5e-61	1.0	0.993	0.706	UniRef:UniRef50_A0A8I0MKL9
contig_1	cds	1029321	1029791	+	OBDLAM_01032	251.0	5.5e-85	0.936	0.820	0.829	UniRef:UniRef50_P0AEV9
contig_1	cds	1029950	1031374	-	OBDLAM_01033	633.0	6.0e-225	0.998	0.892	0.622	UniRef:UniRef50_P24240
contig_1	cds	1031383	1032840	-	OBDLAM_01034	838.0	6.9e-306	0.998	0.934	0.926	UniRef:UniRef50_P24241
contig_1	cds	1033097	1034110	+	OBDLAM_01035	574.0	1.5e-207	0.872	0.993	1.0	UniRef:UniRef50_A0A3S4MHG1
contig_1	cds	1034259	1034786	+	OBDLAM_01036	332.0	3.4e-116	0.989	0.920	0.908	UniRef:UniRef50_A0A3P2EL24
contig_1	cds	1034939	1037191	+	OBDLAM_01037	976.0	0.0	0.981	0.936	0.701	UniRef:UniRef50_A0A447V8T3
contig_1	cds	1037319	1038452	-	OBDLAM_01038	699.0	6.4e-255	1.048	1.0	0.932	UniRef:UniRef50_P37596
contig_1	cds	1038449	1039888	-	OBDLAM_01039	875.0	0.0	1.008	1.0	0.861	UniRef:UniRef50_G5GIV7
contig_1	cds	1040075	1041589	+	OBDLAM_01040	947.0	0.0	1.032	0.875	0.954	UniRef:UniRef50_P37013
contig_1	cds	1041586	1042551	-	OBDLAM_01041	360.0	9.0e-123	0.997	0.955	0.569	UniRef:UniRef50_A0A0E3U4T5
contig_1	cds	1042544	1043317	-	OBDLAM_01042	501.0	2.6e-180	1.0	0.935	1.0	UniRef:UniRef50_A0A3P8JPI0
contig_1	cds	1043384	1043743	-	OBDLAM_01043	209.0	9.1e-70	0.882	1.0	0.962	UniRef:UniRef50_A0A376LAF6
contig_1	cds	1043849	1044628	-	OBDLAM_01044	410.0	1.4e-144	1.0	0.932	0.819	UniRef:UniRef50_P05707
contig_1	cds	1044632	1045003	-	OBDLAM_01045	154.0	6.6e-48	0.959	0.929	0.644	UniRef:UniRef50_A0A0D7LMP5
contig_1	cds	1045014	1045973	-	OBDLAM_01046	480.0	1.5e-170	1.0	1.013	0.853	UniRef:UniRef50_A0A376L9M1
contig_1	cds	1045970	1046533	-	OBDLAM_01047	368.0	4.9e-130	1.0	0.908	0.968	UniRef:UniRef50_P56579
contig_1	cds	1046684	1047874	+	OBDLAM_01048	605.0	6.6e-217	0.992	0.961	0.766	UniRef:UniRef50_P41052
contig_1	cds	1048019	1048516	+	OBDLAM_01049	206.0	3.0e-67	0.982	1.0	0.667	UniRef:UniRef50_A0AAD2UXF8
contig_1	cds	1048596	1049657	+	OBDLAM_01050	552.0	7.1e-198	0.935	0.943	0.842	UniRef:UniRef50_A0AA87C387
contig_1	cds	1049726	1050226	+	OBDLAM_01051	302.0	6.6e-105	1.0	0.927	0.873	UniRef:UniRef50_P33596
contig_1	cds	1050354	1052984	+	OBDLAM_01052	1372.0	0.0	0.999	0.939	0.797	UniRef:UniRef50_Q8ZBT8
contig_1	cds	1053219	1053404	+	OBDLAM_01053	83.6	1.5e-21	1.049	0.941	0.734	UniRef:UniRef50_A0A0E3Y7Y4
contig_1	tRNA	1053720	1053812	+	OBDLAM_01054	83.4	-	-	-	-	-
contig_1	tRNA	1053816	1053892	+	OBDLAM_01055	85.1	-	-	-	-	-
contig_1	tRNA	1054091	1054167	+	OBDLAM_01056	85.1	-	-	-	-	-
contig_1	tRNA	1054365	1054441	+	OBDLAM_01057	85.1	-	-	-	-	-
contig_1	tRNA	1054640	1054716	+	OBDLAM_01058	85.1	-	-	-	-	-
contig_1	cds	1054997	1055563	+	OBDLAM_01059	236.0	6.0e-78	1.027	0.990	0.627	UniRef:UniRef50_A0A085G4E0
contig_1	cds	1055560	1055988	+	OBDLAM_01060	254.0	2.2e-86	0.986	0.864	0.879	UniRef:UniRef50_H5V5Y4
contig_1	cds	1056061	1057617	+	OBDLAM_01061	918.0	0.0	1.0	0.917	0.867	UniRef:UniRef50_P0A6W9
contig_1	ncRNA	1057627	1057698	-	OBDLAM_01062	83.9	2.2e-14	-	-	-	RFAM:RF00078
contig_1	cds	1057767	1058282	+	OBDLAM_01063	317.0	3.7e-110	1.0	0.859	0.895	UniRef:UniRef50_Q9PN97
contig_1	cds	1058346	1059884	-	OBDLAM_01064	988.0	0.0	0.994	0.920	0.998	UniRef:UniRef50_P0AEJ0
contig_1	cds	1059901	1061073	-	OBDLAM_01065	483.0	3.4e-168	1.087	0.922	0.618	UniRef:UniRef50_P27303
contig_1	cds	1061200	1061730	-	OBDLAM_01066	212.0	6.8e-69	0.983	0.945	0.630	UniRef:UniRef50_A0A1T4N4P6
contig_1	cds	1061821	1062156	-	OBDLAM_01067	112.0	1.7e-31	1.018	0.958	0.558	UniRef:UniRef50_C6DDD7
contig_1	cds	1062146	1062883	-	OBDLAM_01068	307.0	2.8e-104	0.918	0.856	0.689	UniRef:UniRef50_A0A250B447
contig_1	cds	1063007	1064191	-	OBDLAM_01069	686.0	2.4e-248	0.970	0.825	0.997	UniRef:UniRef50_P76628
contig_1	ncRNA	1064296	1064373	-	OBDLAM_01070	71.5	2.2e-10	-	-	-	RFAM:RF02564
contig_1	cds	1064483	1065475	-	OBDLAM_01071	571.0	4.1e-205	0.973	0.847	0.841	UniRef:UniRef50_Q8ZML1
contig_1	cds	1065533	1066597	-	OBDLAM_01072	400.0	1.6e-137	0.884	0.828	0.668	UniRef:UniRef50_A0A3N2R1M8
contig_1	cds	1066590	1067792	-	OBDLAM_01073	772.0	5.4e-282	1.0	0.857	1.0	UniRef:UniRef50_P14175
contig_1	cds	1068146	1069105	-	OBDLAM_01074	452.0	2.5e-159	0.984	0.978	0.704	UniRef:UniRef50_A0A2I1IMZ3
contig_1	cds	1069115	1071259	-	OBDLAM_01075	980.0	0.0	1.207	0.980	0.593	UniRef:UniRef50_P9WH75
contig_1	cds	1071232	1071642	-	OBDLAM_01076	168.0	7.8e-53	0.985	0.887	0.567	UniRef:UniRef50_A0A133ZD35
contig_1	cds	1071639	1071884	-	OBDLAM_01077	133.0	8.5e-41	1.0	0.942	0.790	UniRef:UniRef50_I2B677
contig_1	cds	1072132	1072461	-	OBDLAM_01078	174.0	3.2e-56	0.853	1.0	0.989	UniRef:UniRef50_A0A379T9Q4
contig_1	cds	1072613	1072897	+	OBDLAM_01079	176.0	2.8e-57	0.989	0.816	0.892	UniRef:UniRef50_C5BEX5
contig_1	cds	1072908	1073285	-	OBDLAM_01080	250.0	1.6e-85	0.984	0.837	0.992	UniRef:UniRef50_A0A899NDL5
contig_1	cds	1073357	1073572	+	OBDLAM_01081	121.0	2.5e-36	1.0	0.887	0.831	UniRef:UniRef50_B0LHG4
contig_1	cds	1073634	1074680	-	OBDLAM_01082	649.0	9.8e-237	0.899	0.960	0.984	UniRef:UniRef50_W1XAR6
contig_1	tRNA	1075240	1075315	+	OBDLAM_01083	84.7	-	-	-	-	-
contig_1	cds	1076066	1076548	+	OBDLAM_01084	308.0	2.0e-107	1.0	1.0	0.994	UniRef:UniRef50_A0A3P5DV09
contig_1	cds	1076648	1077439	+	OBDLAM_01085	480.0	3.6e-172	1.0	1.0	0.996	UniRef:UniRef50_A0A377FKR7
contig_1	cds	1078351	1082925	+	OBDLAM_01086	1886.0	0.0	1.049	1.011	0.844	UniRef:UniRef50_P52143
contig_1	cds	1083663	1084145	-	OBDLAM_01088	187.0	3.3e-59	0.963	0.815	0.584	UniRef:UniRef50_Q5ZRP1
contig_1	cds	1084277	1084753	+	OBDLAM_01089	199.0	1.7e-64	0.899	0.826	0.655	UniRef:UniRef50_H2FST7
contig_1	cds	1084743	1085033	+	OBDLAM_01090	112.0	1.1e-31	0.958	0.836	0.576	UniRef:UniRef50_A0A448Q3Q1
contig_1	cds	1085095	1085436	-	OBDLAM_01091	148.0	1.6e-45	0.973	0.815	0.655	UniRef:UniRef50_D1P3C6
contig_1	cds	1085585	1087246	-	OBDLAM_01092	785.0	9.6e-283	1.0	0.939	0.738	UniRef:UniRef50_P05824
contig_1	cds	1087332	1088210	-	OBDLAM_01093	560.0	4.7e-202	1.0	0.846	0.959	UniRef:UniRef50_P65774
contig_1	cds	1088333	1088926	+	OBDLAM_01094	308.0	3.0e-106	1.005	0.961	0.838	UniRef:UniRef50_A0A807LAV3
contig_1	cds	1088981	1090222	-	OBDLAM_01095	707.0	1.8e-256	1.075	0.967	0.856	UniRef:UniRef50_P37908
contig_1	cds	1090288	1091154	-	OBDLAM_01096	394.0	3.6e-137	0.906	0.834	0.755	UniRef:UniRef50_P64432
contig_1	cds	1091246	1092607	+	OBDLAM_01097	550.0	1.0e-193	1.013	0.998	0.632	UniRef:UniRef50_F7XXX9
contig_1	cds	1092744	1092992	+	OBDLAM_01098	108.0	9.0e-31	1.207	0.934	0.626	UniRef:UniRef50_E0WU64
contig_1	cds	1093011	1093559	+	OBDLAM_01099	330.0	1.8e-115	1.0	0.968	0.841	UniRef:UniRef50_Q5E7F1
contig_1	cds	1093590	1094357	+	OBDLAM_01100	328.0	6.0e-112	0.945	0.809	0.639	UniRef:UniRef50_P43912
contig_1	cds	1094399	1094746	+	OBDLAM_01101	199.0	2.6e-65	1.261	1.0	0.759	UniRef:UniRef50_Q9CLE0
contig_1	cds	1094822	1095304	-	OBDLAM_01102	318.0	3.8e-111	0.994	0.850	1.0	UniRef:UniRef50_P07021
contig_1	cds	1095320	1096546	-	OBDLAM_01103	757.0	1.6e-276	1.076	1.0	0.909	UniRef:UniRef50_P46139
contig_1	cds	1096536	1097054	-	OBDLAM_01104	290.0	1.9e-100	0.849	0.942	1.0	UniRef:UniRef50_A0A377C6I6
contig_1	cds	1097204	1097566	-	OBDLAM_01105	246.0	4.5e-84	0.992	0.862	0.992	UniRef:UniRef50_Q32D00
contig_1	cds	1097779	1098849	+	OBDLAM_01106	503.0	3.4e-177	0.997	0.857	0.696	UniRef:UniRef50_Q7MNL4
contig_1	cds	1098860	1099981	+	OBDLAM_01107	650.0	1.1e-235	0.928	0.880	0.957	UniRef:UniRef50_Q7CPZ8
contig_1	cds	1100024	1101184	-	OBDLAM_01108	674.0	6.0e-244	0.997	0.889	0.891	UniRef:UniRef50_P0A9J8
contig_1	ncRNA-region	1101206	1101331	-	-	132.4	1.4e-21	-	-	-	RFAM:RF01859
contig_1	cds	1101434	1101775	-	OBDLAM_01109	201.0	2.3e-66	0.991	0.812	0.920	UniRef:UniRef50_P0AD49
contig_1	cds	1102046	1102783	-	OBDLAM_01110	287.0	3.0e-96	0.984	0.886	0.614	UniRef:UniRef50_P0AC02
contig_1	cds	1102918	1103898	+	OBDLAM_01111	647.0	7.8e-236	1.0	0.934	1.0	UniRef:UniRef50_P33643
contig_1	cds	1103895	1104626	+	OBDLAM_01112	273.0	9.7e-91	0.984	0.895	0.586	UniRef:UniRef50_A0A2K4XBB1
contig_1	ncRNA	1104637	1104775	+	OBDLAM_01113	125.4	7.1e-23	-	-	-	RFAM:RF02768
contig_1	cds	1104756	1107329	+	OBDLAM_01114	1195.0	0.0	0.985	0.976	0.727	UniRef:UniRef50_A0A1G6W1U3
contig_1	rRNA	1107772	1109313	+	OBDLAM_01115	1577.5	7.8e-48	-	-	-	RFAM:RF00177
contig_1	tRNA	1109485	1109560	+	OBDLAM_01116	66.6	-	-	-	-	-
contig_1	ncRNA	1109638	1109737	+	OBDLAM_01117	105.3	7.8e-18	-	-	-	RFAM:RF01830
contig_1	rRNA	1109745	1112648	+	OBDLAM_01118	2873.4	5.3e-06	-	-	-	RFAM:RF02541
contig_1	rRNA	1112744	1112859	+	OBDLAM_01119	92.6	2.4e-15	-	-	-	RFAM:RF00001
contig_1	cds	1113185	1114483	+	OBDLAM_01120	671.0	8.4e-243	0.854	0.927	0.916	UniRef:UniRef50_B2TYL0
contig_1	cds	1114480	1114752	-	OBDLAM_01121	-	-	-	-	-	-
contig_1	cds	1114849	1116204	-	OBDLAM_01122	802.0	7.0e-293	0.993	0.928	0.873	UniRef:UniRef50_P23830
contig_1	cds	1116318	1118978	-	OBDLAM_01123	1316.0	0.0	1.074	0.997	0.718	UniRef:UniRef50_P76594
contig_1	cds	1119010	1119708	-	OBDLAM_01124	209.0	4.5e-66	0.927	0.878	0.516	UniRef:UniRef50_A0A0U2W9J6
contig_1	cds	1119777	1120196	-	OBDLAM_01125	286.0	4.2e-99	1.0	0.813	0.964	UniRef:UniRef50_A0A377A270
contig_1	cds	1120403	1121440	+	OBDLAM_01126	684.0	7.1e-249	0.997	0.825	0.997	UniRef:UniRef50_P0AGJ5
contig_1	cds	1121488	1122177	-	OBDLAM_01127	315.0	1.1e-107	0.952	0.886	0.674	UniRef:UniRef50_A1SUE5
contig_1	cds	1122482	1122865	+	OBDLAM_01128	215.0	3.8e-72	0.866	1.0	0.991	UniRef:UniRef50_A0A8S0FPM1
contig_1	cds	1122921	1123508	-	OBDLAM_01129	320.0	6.3e-111	1.082	1.0	0.768	UniRef:UniRef50_Q8ZMX5
contig_1	cds	1123611	1124492	+	OBDLAM_01130	541.0	4.0e-195	0.980	0.926	0.958	UniRef:UniRef50_P33634
contig_1	ncRNA	1124585	1124627	+	OBDLAM_01131	50.0	9.7e-07	-	-	-	RFAM:RF02751
contig_1	cds	1124701	1126035	-	OBDLAM_01132	804.0	2.4e-293	0.989	0.862	1.0	UniRef:UniRef50_P21507
contig_1	cds	1126167	1126904	+	OBDLAM_01133	367.0	1.6e-127	1.0	0.831	0.743	UniRef:UniRef50_C6CNL2
contig_1	cds	1126889	1128511	-	OBDLAM_01134	960.0	0.0	0.993	0.887	0.866	UniRef:UniRef50_P10902
contig_1	cds	1128919	1129494	+	OBDLAM_01135	221.0	1.2e-71	0.979	0.820	0.594	UniRef:UniRef50_G4SZY6
contig_1	cds	1129527	1130177	+	OBDLAM_01136	342.0	6.5e-119	1.0	0.889	0.870	UniRef:UniRef50_P0AFX7
contig_1	cds	1130177	1131133	+	OBDLAM_01137	400.0	1.5e-138	1.066	0.997	0.599	UniRef:UniRef50_D0ZSY7
contig_1	ncRNA	1131094	1131925	-	OBDLAM_01138	505.6	2.5e-45	-	-	-	RFAM:RF02746
contig_1	cds	1131130	1131609	+	OBDLAM_01139	228.0	1.1e-75	1.025	0.994	0.718	UniRef:UniRef50_A9MGW7
contig_1	cds	1131807	1133606	+	OBDLAM_01140	857.0	4.3e-310	0.992	0.992	0.710	UniRef:UniRef50_A0A2D9XTD1
contig_1	cds	1133622	1134596	+	OBDLAM_01141	611.0	1.6e-221	1.080	1.0	0.866	UniRef:UniRef50_P00803
contig_1	ncRNA-region	1134708	1134922	+	-	258.9	6.3e-40	-	-	-	RFAM:RF00552
contig_1	cds	1134868	1135548	+	OBDLAM_01142	432.0	4.6e-154	1.0	0.890	0.978	UniRef:UniRef50_P0A7Y0
contig_1	cds	1135545	1136450	+	OBDLAM_01143	398.0	1.2e-137	0.993	0.838	0.656	UniRef:UniRef50_Q8ZD71
contig_1	cds	1136462	1137190	+	OBDLAM_01144	412.0	1.2e-145	1.116	0.975	0.793	UniRef:UniRef50_P0A7H3
contig_1	cds	1137202	1137933	+	OBDLAM_01145	316.0	3.1e-107	0.975	0.814	0.684	UniRef:UniRef50_Q8ZCP4
