# Annotated with Bakta
# Software: v1.11.4
# Database: v6.0, light
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
contig_1	cds	563691	565178	+	OBDLAM_00563	nusA	Transcription termination/antitermination protein NusA	SO:0001217, UniRef:UniRef50_A0A2E6JDC6
contig_1	cds	565203	567875	+	OBDLAM_00564		Translation initiation factor IF-2	SO:0001217, UniRef:UniRef50_Q9ZF31
contig_1	ncRNA	567892	567962	+	OBDLAM_00565	naRNA4	Nucleoid-associated noncoding RNA 4 (CssrE)	RFAM:RF02564, SO:0000655
contig_1	cds	568039	568440	+	OBDLAM_00566		Ribosome-binding factor A	SO:0001217, UniRef:UniRef50_Q8ZBC3
contig_1	cds	568440	569384	+	OBDLAM_00567		tRNA pseudouridine synthase B	SO:0001217, UniRef:UniRef50_C4K3E8
contig_1	ncRNA-region	569475	569589	+			Ribosomal S15 leader	RFAM:RF00114, SO:0000140
contig_1	cds	569533	569802	+	OBDLAM_00568		Small ribosomal subunit protein uS15	SO:0001217, UniRef:UniRef50_Q1DAM2
contig_1	ncRNA	569819	569990	-	OBDLAM_00569	sraG	SraG RNA	RFAM:RF00082, SO:0000655
contig_1	cds	570049	572184	+	OBDLAM_00570		Polyribonucleotide nucleotidyltransferase	SO:0001217, UniRef:UniRef50_K2JUI4
contig_1	cds	572293	573177	+	OBDLAM_00571	nlpI	Lipoprotein NlpI	SO:0001217, UniRef:UniRef50_P0AFB1
contig_1	sorf	573284	573364	+	OBDLAM_00572	yrbN	Uncharacterized protein YrbN	SO:0001217, UniRef:UniRef50_C1P618
contig_1	cds	573357	575246	+	OBDLAM_00573	deaD	ATP-dependent RNA helicase DeaD	BlastRules:WP_001295553, SO:0001217, UniRef:UniRef50_P0A9P6
contig_1	cds	575400	576644	+	OBDLAM_00574		Tryptophan-specific transport protein	SO:0001217, UniRef:UniRef50_P0AAD2
contig_1	cds	576762	577769	-	OBDLAM_00575		Luciferase-like domain-containing protein	SO:0001217, UniRef:UniRef50_A0A917WTW6
contig_1	cds	577850	578728	-	OBDLAM_00576	ubiV	Ubiquinone biosynthesis protein UbiV	SO:0001217, UniRef:UniRef50_P45475
contig_1	cds	578737	579732	-	OBDLAM_00577		Protease	SO:0001217, UniRef:UniRef50_A0A6D2G321
contig_1	cds	579941	580465	+	OBDLAM_00578	ubiT	Ubiquinone biosynthesis accessory factor UbiT	SO:0001217, UniRef:UniRef50_Q8ZLU0
contig_1	cds	580459	580962	+	OBDLAM_00579	yhbS	Uncharacterized N-acetyltransferase YhbS	SO:0001217, UniRef:UniRef50_P63417
contig_1	cds	580949	581251	-	OBDLAM_00580	yhbQ	DNA damage response exodeoxyribonuclease YhbQ	BlastRules:WP_000189333, EC:3.1.11.1, SO:0001217, UniRef:UniRef50_Q9KLK4
contig_1	cds	581302	581745	+	OBDLAM_00581		UPF0306 protein EH105704_02_02130	SO:0001217, UniRef:UniRef50_H5UZM6
contig_1	cds	581725	582243	-	OBDLAM_00582	yhbO	protein/nucleic acid deglycase	BlastRules:WP_000037608, EC:3.5.1.124, SO:0001217, UniRef:UniRef50_A0A655E7F3
contig_1	cds	582371	583006	+	OBDLAM_00583	yraR	Putative NAD(P)-binding protein YraR	SO:0001217, UniRef:UniRef50_P45469
contig_1	cds	583079	584119	+	OBDLAM_00584		Permease	SO:0001217, UniRef:UniRef50_A0A176J5J6
contig_1	cds	584233	584808	-	OBDLAM_00585	dolP	Outer membrane lipoprotein DolP	SO:0001217, UniRef:UniRef50_P64596
contig_1	cds	584818	585408	-	OBDLAM_00586	diaA	DnaA initiator-associating protein DiaA	SO:0001217, UniRef:UniRef50_A0A484WDA0
contig_1	cds	585428	585823	-	OBDLAM_00587	yraN	UPF0102 protein YraN	SO:0001217, UniRef:UniRef50_P45465
contig_1	cds	585781	587817	-	OBDLAM_00588	lpoA	penicillin-binding protein activator LpoA	BlastRules:WP_000249104, SO:0001217, UniRef:UniRef50_P45464
contig_1	cds	587882	588742	+	OBDLAM_00589		Ribosomal RNA small subunit methyltransferase I	SO:0001217, UniRef:UniRef50_A8G181
contig_1	cds	588785	589876	-	OBDLAM_00590		Fimbrial protein	SO:0001217, UniRef:UniRef50_Q32BI7
contig_1	cds	589887	592403	-	OBDLAM_00591	yraJ	Outer membrane usher protein YraJ	SO:0001217, UniRef:UniRef50_P42915
contig_1	cds	592432	593127	-	OBDLAM_00592	yraI	putative fimbrial chaperone YraI	SO:0001217, UniRef:UniRef50_P42914
contig_1	cds	593207	593791	-	OBDLAM_00593	yraH	Uncharacterized fimbrial-like protein YraH	SO:0001217, UniRef:UniRef50_P42913
contig_1	cds	594192	594893	-	OBDLAM_00594		hypothetical protein	PFAM:PF01182.26
contig_1	cds	594948	595739	-	OBDLAM_00595		N-acetylgalactosamine permease IID component	SO:0001217, UniRef:UniRef50_P42911
contig_1	cds	595729	596532	-	OBDLAM_00596		N-acetylgalactosamine permease IIC component 1	SO:0001217, UniRef:UniRef50_P42910
contig_1	cds	596571	597047	-	OBDLAM_00597		N-acetylgalactosamine-specific PTS system EIIB component 1	SO:0001217, UniRef:UniRef50_A0A376MJ39
contig_1	cds	597214	598074	-	OBDLAM_00598	kbaY	D-tagatose-1,6-bisphosphate aldolase subunit KbaY	SO:0001217, UniRef:UniRef50_P0AB74
contig_1	cds	598087	599241	-	OBDLAM_00599	agaS	D-galactosamine-6-phosphate deaminase AgaS	SO:0001217, UniRef:UniRef50_Q8XAC2
contig_1	cds	599592	600164	-	OBDLAM_00600		hypothetical protein	PFAM:PF01979.26
contig_1	cds	600180	600725	-	OBDLAM_00601		N-acetylglucosamine-6-phosphate deacetylase (GlcNAc 6-P deacetylase)	SO:0001217, UniRef:UniRef50_A0A376TRR3
contig_1	cds	600722	601156	-	OBDLAM_00602		EIIAB-Man	SO:0001217, UniRef:UniRef50_A0A3P5DUL2
contig_1	cds	601174	602052	-	OBDLAM_00603		PTS N-acetylgalactosamine transporter subunit IID	SO:0001217, UniRef:UniRef50_A0A0D7LVG3
contig_1	cds	602042	602821	-	OBDLAM_00604		PTS system galactosamine-specific IIC component	SO:0001217, UniRef:UniRef50_A0AA91IRI3
contig_1	cds	602832	603305	-	OBDLAM_00605		N-acetylgalactosamine-specific phosphotransferase enzyme IIB component 2	SO:0001217, UniRef:UniRef50_P42904
contig_1	cds	603328	604608	-	OBDLAM_00606		D-tagatose-bisphosphate aldolase, class II, non-catalytic subunit	SO:0001217, UniRef:UniRef50_A0A6G3TPF8
contig_1	cds	604857	605666	+	OBDLAM_00607	agaR	aga operon transcriptional regulator AgaR	BlastRules:WP_000072187, SO:0001217, UniRef:UniRef50_P0ACK2
contig_1	cds	605721	606185	-	OBDLAM_00608	yhaV	type II toxin-antitoxin system ribonuclease toxin YhaV	BlastRules:WP_000347273, EC:3.1.-.-, SO:0001217, UniRef:UniRef50_P64594
contig_1	cds	606185	606520	-	OBDLAM_00609	prlF	type II toxin-antitoxin system antitoxin PrlF	BlastRules:WP_001307405
contig_1	cds	606669	608240	-	OBDLAM_00610		Galactarate dehydratase (L-threo-forming)	SO:0001217, UniRef:UniRef50_P39829
contig_1	cds	608615	609949	+	OBDLAM_00611	garP	galactarate/glucarate/glycerate transporter GarP	BlastRules:WP_000599636, SO:0001217, UniRef:UniRef50_A8ANZ6
contig_1	cds	609965	610735	+	OBDLAM_00612		5-keto-4-deoxy-D-glucarate aldolase	SO:0001217, UniRef:UniRef50_P23522
contig_1	cds	610765	611655	+	OBDLAM_00613		2-hydroxy-3-oxopropionate reductase	SO:0001217, UniRef:UniRef50_P0ABQ2
contig_1	cds	611752	612897	+	OBDLAM_00614		Glycerate 3-kinase	SO:0001217, UniRef:UniRef50_A0A1E3WRF7
contig_1	ncRNA	612930	613306	+	OBDLAM_00615	RNaseP_bact_a	Bacterial RNase P class A	RFAM:RF00010, SO:0000386
contig_1	cds	613920	615107	-	OBDLAM_00616	yhaC	YhaC family protein	SO:0001217, UniRef:UniRef50_F5P029
contig_1	cds	615119	615667	-	OBDLAM_00617	yhaB	Uncharacterized protein YhaB	SO:0001217, UniRef:UniRef50_P11865
contig_1	cds	616455	617393	+	OBDLAM_00618	tdcA	HTH-type transcriptional regulator TdcA	SO:0001217, UniRef:UniRef50_P0ACQ7
contig_1	cds	617492	618481	+	OBDLAM_00619	tdcB	L-threonine dehydratase catabolic TdcB	SO:0001217, UniRef:UniRef50_A0A142E236
contig_1	cds	618503	619834	+	OBDLAM_00620	tdcC	Threonine/serine transporter TdcC	SO:0001217, UniRef:UniRef50_P0AAD8
contig_1	cds	619860	621068	+	OBDLAM_00621		Propionate kinase	SO:0001217, UniRef:UniRef50_P11868
contig_1	cds	621102	623396	+	OBDLAM_00622	tdcE	2-ketobutyrate formate-lyase/pyruvate formate-lyase	BlastRules:WP_000861734, EC:2.3.1.-, EC:2.3.1.54, SO:0001217, UniRef:UniRef50_P09373
contig_1	cds	623410	623799	+	OBDLAM_00623		Enamine/imine deaminase	SO:0001217, UniRef:UniRef50_A8AQ05
contig_1	cds	623871	625235	+	OBDLAM_00624		L-serine dehydratase	SO:0001217, UniRef:UniRef50_E8KHN6
contig_1	cds	625511	626842	+	OBDLAM_00625		Serine transporter	SO:0001217, UniRef:UniRef50_A8AQ03
contig_1	cds	626870	628180	+	OBDLAM_00626	yhaM	UPF0597 protein YhaM	SO:0001217, UniRef:UniRef50_P42626
contig_1	cds	628314	628478	-	OBDLAM_00627		Cytoplasmic protein	SO:0001217, UniRef:UniRef50_A8AQ00
contig_1	cds	628501	629202	-	OBDLAM_00628		Pirin-related protein	SO:0001217, UniRef:UniRef50_Q6D9I2
contig_1	cds	629307	630203	+	OBDLAM_00629	yhaJ	DNA-binding transcriptional regulator YhaJ	BlastRules:WP_001041009, SO:0001217, UniRef:UniRef50_P67661
contig_1	cds	630254	630610	-	OBDLAM_00630	yhaI	Inner membrane protein YhaI	SO:0001217, UniRef:UniRef50_P64592
contig_1	cds	630852	631217	-	OBDLAM_00631	yhaH	Inner membrane protein YhaH	SO:0001217, UniRef:UniRef50_P64590
contig_1	cds	631500	632486	-	OBDLAM_00632	yqjG	glutathionyl-hydroquinone reductase YqjG	BlastRules:WP_000531213, EC:1.8.5.7, SO:0001217, UniRef:UniRef50_P42620
contig_1	cds	632556	633038	-	OBDLAM_00633	doxX	DoxX family protein	SO:0001217, UniRef:UniRef50_Q6LHW2
contig_1	cds	633134	633433	-	OBDLAM_00634	ftsH	Cell division protein FtsH	SO:0001217, UniRef:UniRef50_L0M1M0
contig_1	cds	633423	633827	-	OBDLAM_00635	yqjE	Inner membrane protein YqjE	SO:0001217, UniRef:UniRef50_A0A2Y9U2E3
contig_1	cds	633830	634135	-	OBDLAM_00636	yqjD	Uncharacterized protein YqjD	SO:0001217, UniRef:UniRef50_P64581
contig_1	cds	634173	634541	-	OBDLAM_00637	yqjC	Protein YqjC	SO:0001217, UniRef:UniRef50_H5V5T9
contig_1	cds	634688	635065	-	OBDLAM_00638	mzrA	Modulator protein MzrA	SO:0001217, UniRef:UniRef50_P42615
contig_1	cds	635075	635737	-	OBDLAM_00639		VTT domain-containing protein	SO:0001217, UniRef:UniRef50_A0A8S0FM62
contig_1	cds	636082	636858	-	OBDLAM_00640		Exu regulon transcriptional regulator	SO:0001217, UniRef:UniRef50_Q9X9E0
contig_1	cds	636988	638286	-	OBDLAM_00641	exuT	hexuronate transporter ExuT	BlastRules:WP_001226465, SO:0001217, UniRef:UniRef50_P0AA78
contig_1	cds	638769	640181	+	OBDLAM_00642		Uronate isomerase	SO:0001217, UniRef:UniRef50_P0A8G3
contig_1	cds	640196	641683	+	OBDLAM_00643	uxaA	altronate dehydratase	BlastRules:WP_001199390, EC:4.2.1.7, SO:0001217, UniRef:UniRef50_P42604
contig_1	cds	641766	642317	+	OBDLAM_00644	ygjV	Inner membrane protein YgjV	SO:0001217, UniRef:UniRef50_P42603
contig_1	cds	642322	643566	-	OBDLAM_00645	sstT	Serine/threonine transporter SstT	SO:0001217, UniRef:UniRef50_P0AGE4
contig_1	cds	643965	644930	-	OBDLAM_00646	alx	TerC family membrane protein Alx	BlastRules:WP_001098806, SO:0001217, UniRef:UniRef50_A0A2X2T6Q2
contig_1	cds	645213	646199	-	OBDLAM_00647		1,5-anhydro-D-fructose reductase	SO:0001217, UniRef:UniRef50_A0A0C7EXY8
contig_1	cds	646278	646961	-	OBDLAM_00648	ygjQ	Uncharacterized protein YgjQ	SO:0001217, UniRef:UniRef50_P42598
contig_1	cds	647038	647541	-	OBDLAM_00649		Putative metal-dependent hydrolase	SO:0001217, UniRef:UniRef50_F9SNI0
contig_1	cds	647626	648762	+	OBDLAM_00650		Ribosomal RNA large subunit methyltransferase G	SO:0001217, UniRef:UniRef50_A0A1B7KZM7
contig_1	cds	649046	649360	+	OBDLAM_00651	higB	type II toxin-antitoxin system toxin HigB	BlastRules:WP_000550189, BlastRules:WP_010886136, BlastRules:WP_012640638, SO:0001217, UniRef:UniRef50_UPI00201FEEA5
contig_1	cds	649357	649773	+	OBDLAM_00652	higA	type II toxin-antitoxin system antitoxin HigA	BlastRules:WP_000560266, BlastRules:WP_003409886, BlastRules:WP_010920873, SO:0001217, UniRef:UniRef50_Q7X3V7
contig_1	cds	649818	651836	-	OBDLAM_00653	fadH	NADPH-dependent 2,4-dienoyl-CoA reductase	BlastRules:WP_000121433, EC:1.3.1.34, SO:0001217, UniRef:UniRef50_A0A377U096
contig_1	ncRNA	652019	652100	+	OBDLAM_00654	naRNA4	Nucleoid-associated noncoding RNA 4 (CssrE)	RFAM:RF02564, SO:0000655
contig_1	ncRNA	652119	652200	+	OBDLAM_00655	naRNA4	Nucleoid-associated noncoding RNA 4 (CssrE)	RFAM:RF02564, SO:0000655
contig_1	cds	652262	654613	-	OBDLAM_00656		Alpha-glucosidase	SO:0001217, UniRef:UniRef50_A0A7W4A666
contig_1	cds	654630	655700	-	OBDLAM_00657	ygjJ	protein YgjJ	SO:0001217, UniRef:UniRef50_UPI001FD120BA
contig_1	cds	655834	657267	-	OBDLAM_00658		Putative amino acid permease	SO:0001217, UniRef:UniRef50_A0A376VCM4
contig_1	cds	657330	657779	-	OBDLAM_00659		Evolved beta-galactosidase subunit beta	SO:0001217, UniRef:UniRef50_P0AC73
contig_1	cds	657776	660868	-	OBDLAM_00660		Beta-galactosidase	SO:0001217, UniRef:UniRef50_Q5E0M9
contig_1	cds	661052	662035	-	OBDLAM_00661	ebgR	Transcriptional regulator EbgR	SO:0001217, UniRef:UniRef50_A0AAE9N2A0
contig_1	cds	662254	662586	+	OBDLAM_00662	ygjH	tRNA-binding protein YgjH	SO:0001217, UniRef:UniRef50_P42589
contig_1	cds	662628	664118	-	OBDLAM_00663		Putrescine aminotransferase	SO:0001217, UniRef:UniRef50_P42588
contig_1	cds	664425	665945	+	OBDLAM_00664	aer	aerotaxis sensor receptor Aer	BlastRules:WP_000094721, SO:0001217, UniRef:UniRef50_P50466
contig_1	cds	666099	666722	-	OBDLAM_00665	nfeR	DNA-binding transcriptional regulator NfeR	BlastRules:WP_000018003
contig_1	cds	667010	667774	+	OBDLAM_00666	nfeF	NADPH-dependent ferric chelate reductase	BlastRules:WP_001066494, EC:1.16.1.9, SO:0001217, UniRef:UniRef50_Q46871
contig_1	tRNA	667828	667903	-	OBDLAM_00667	trnI	tRNA-Ile2(cat)	SO:0000263
contig_1	cds	668028	668534	+	OBDLAM_00668		G/U mismatch-specific DNA glycosylase	SO:0001217, UniRef:UniRef50_Q7CPR7
contig_1	cds	668613	670454	-	OBDLAM_00669	rpoD	RNA polymerase sigma factor RpoD	SO:0001217, UniRef:UniRef50_A0A377AD27
contig_1	cds	670649	672394	-	OBDLAM_00670		DNA primase	SO:0001217, UniRef:UniRef50_A0A0E3Y7S4
contig_1	cds	672505	672720	-	OBDLAM_00671		Small ribosomal subunit protein bS21	SO:0001217, UniRef:UniRef50_P0A165
contig_1	cds	672958	673971	+	OBDLAM_00672		tRNA N6-adenosine threonylcarbamoyltransferase	SO:0001217, UniRef:UniRef50_A0A377C398
contig_1	cds	674014	675477	-	OBDLAM_00673	ttdT	L-tartrate/succinate antiporter	BlastRules:WP_000804973, SO:0001217, UniRef:UniRef50_P39414
contig_1	cds	675525	676130	-	OBDLAM_00674		L(+)-tartrate dehydratase subunit beta	SO:0001217, UniRef:UniRef50_S3BFM7
contig_1	cds	676127	677038	-	OBDLAM_00675		L(+)-tartrate dehydratase subunit alpha	SO:0001217, UniRef:UniRef50_P05847
contig_1	cds	677245	678177	+	OBDLAM_00676	ttdR	DNA-binding transcriptional activator TtdR	BlastRules:WP_000935206, SO:0001217, UniRef:UniRef50_P45463
contig_1	cds	678190	678807	-	OBDLAM_00677		Glycerol-3-phosphate acyltransferase	SO:0001217, UniRef:UniRef50_Q5E2K3
contig_1	cds	678912	679280	+	OBDLAM_00678		7,8-dihydroneopterin aldolase	SO:0001217, UniRef:UniRef50_C7BKE5
contig_1	cds	679370	680191	+	OBDLAM_00679		Undecaprenyl-diphosphatase	SO:0001217, UniRef:UniRef50_P60932
contig_1	ncRNA	680236	680306	+	OBDLAM_00680	naRNA4	Nucleoid-associated noncoding RNA 4 (CssrE)	RFAM:RF02564, SO:0000655
contig_1	cds	680372	681610	-	OBDLAM_00681	cca	fused tRNA nucleotidyltransferase/2',3'-cyclic phosphodiesterase/2' nucleotidase/phosphatase Cca	BlastRules:WP_000708487, EC:2.7.7.72, SO:0001217, UniRef:UniRef50_Q12KC4
contig_1	cds	681674	682294	-	OBDLAM_00682	ygiM	Uncharacterized protein YgiM	SO:0001217, UniRef:UniRef50_P0ADT8
contig_1	cds	682536	683837	+	OBDLAM_00683	ygiF	inorganic triphosphatase	BlastRules:WP_000046281, EC:3.6.1.25, SO:0001217, UniRef:UniRef50_P30871
contig_1	cds	683860	686700	+	OBDLAM_00684		Bifunctional glutamine synthetase adenylyltransferase/adenylyl-removing enzyme	SO:0001217, UniRef:UniRef50_P30870
contig_1	cds	686748	688181	+	OBDLAM_00685	hldE	Bifunctional protein HldE	SO:0001217, UniRef:UniRef50_P76658
contig_1	ncRNA	688226	688375	+	OBDLAM_00686	SIB_RNA	Short Intergenic Abundant RNA	RFAM:RF00113, SO:0000655
contig_1	sorf	688301	688360	-	OBDLAM_00687		Type I toxin-antitoxin system Ibs family toxin	SO:0001217, UniRef:UniRef50_A0A024LAN1
contig_1	ncRNA	688601	688750	+	OBDLAM_00688	SIB_RNA	Short Intergenic Abundant RNA	RFAM:RF00113, SO:0000655
contig_1	sorf	688676	688735	-	OBDLAM_00689	ibsD	Small toxic protein IbsD	SO:0001217, UniRef:UniRef50_C1P616
contig_1	cds	688974	690635	-	OBDLAM_00690		flotillin family protein	SO:0001217, UniRef:UniRef50_UPI0032E42302
contig_1	cds	690662	691291	-	OBDLAM_00691	yqiJ	Inner membrane protein YqiJ	SO:0001217, UniRef:UniRef50_P76657
contig_1	cds	691560	691760	+	OBDLAM_00692		Surface composition regulator	SO:0001217, UniRef:UniRef50_A0A087FVI7
contig_1	cds	691803	692867	-	OBDLAM_00693	yqiI	Uncharacterized protein YqiI	SO:0001217, UniRef:UniRef50_P76656
contig_1	cds	692869	693618	-	OBDLAM_00694	yqiH	Uncharacterized fimbrial chaperone YqiH	SO:0001217, UniRef:UniRef50_P77616
contig_1	cds	693634	695418	-	OBDLAM_00695		Fimbrial biogenesis outer membrane usher protein	SO:0001217, UniRef:UniRef50_A0A444R5A2
contig_1	cds	695415	696146	-	OBDLAM_00696		hypothetical protein	PFAM:PF13954.11
contig_1	cds	696197	696748	-	OBDLAM_00697	ygiL	Uncharacterized fimbrial-like protein YgiL	SO:0001217, UniRef:UniRef50_P39834
contig_1	cds	697032	697322	-	OBDLAM_00698	ubiK	ubiquinone biosynthesis accessory factor UbiK	BlastRules:WP_133301121, SO:0001217, UniRef:UniRef50_A0A6D2G538
contig_1	ncRNA-region	697444	697592	+			FMN riboswitch aptamer (RFN element)	RFAM:RF00050, SO:0000035
contig_1	cds	697696	698349	+	OBDLAM_00699		3,4-dihydroxy-2-butanone 4-phosphate synthase	SO:0001217, UniRef:UniRef50_P59556
contig_1	cds	698839	699612	-	OBDLAM_00700	zupT	Zinc transporter ZupT	SO:0001217, UniRef:UniRef50_P0A8H3
contig_1	cds	699728	700543	+	OBDLAM_00701		4,5-DOPA dioxygenase extradiol	SO:0001217, UniRef:UniRef50_P24197
contig_1	cds	700581	701741	-	OBDLAM_00702	ygiC	Putative acid--amine ligase YgiC	SO:0001217, UniRef:UniRef50_P0ADT5
contig_1	cds	701747	702418	-	OBDLAM_00703		UPF0441 protein SG0265	SO:0001217, UniRef:UniRef50_Q2NWD5
contig_1	cds	702566	704047	-	OBDLAM_00704	tolC	Outer membrane protein TolC	SO:0001217, UniRef:UniRef50_P02930
contig_1	cds	704252	704881	+	OBDLAM_00705		ADP-ribose pyrophosphatase	SO:0001217, UniRef:UniRef50_Q93K97
contig_1	cds	704882	705304	+	OBDLAM_00706	yqiB	Uncharacterized protein YqiB	SO:0001217, UniRef:UniRef50_P0ADU7
contig_1	cds	705329	706156	+	OBDLAM_00707	cpdA	3',5'-cyclic adenosine monophosphate phosphodiesterase CpdA	SO:0001217, UniRef:UniRef50_P0AEW4
contig_1	cds	706156	706737	+	OBDLAM_00708		Esterase	SO:0001217, UniRef:UniRef50_A0A455VE08
contig_1	cds	706766	708658	+	OBDLAM_00709		DNA topoisomerase 4 subunit B	BlastRules:WP_000195318, SO:0001217, UniRef:UniRef50_A0A379GCN8
contig_1	cds	708706	709020	-	OBDLAM_00710	ygiN	putative quinol monooxygenase YgiN	SO:0001217, UniRef:UniRef50_P0ADU2
contig_1	cds	709051	709632	-	OBDLAM_00711	mdaB	NADPH:quinone oxidoreductase MdaB	BlastRules:WP_000065430, EC:1.6.5.10, SO:0001217, UniRef:UniRef50_A0A828QT84
contig_1	cds	710329	711678	-	OBDLAM_00712		histidine kinase	SO:0001217, UniRef:UniRef50_A0A822WWG4
contig_1	cds	711675	712334	-	OBDLAM_00713	qseB	Transcriptional regulatory protein QseB	SO:0001217, UniRef:UniRef50_P45337
contig_1	cds	712486	712878	+	OBDLAM_00714	ygiW	OB fold stress tolerance protein YgiW	BlastRules:WP_000712658, SO:0001217, UniRef:UniRef50_F5NZE3
contig_1	cds	712931	713413	+	OBDLAM_00715	ygiV	putative transcriptional regulator YgiV	SO:0001217, UniRef:UniRef50_Q46866
contig_1	cds	713618	713914	+	OBDLAM_00716	mqsR	type II toxin-antitoxin system toxin MqsR	BlastRules:WP_000415584, EC:3.1.26.-, SO:0001217, UniRef:UniRef50_E8X0E6
contig_1	cds	713916	714311	+	OBDLAM_00717	mqsA	type II toxin-antitoxin system antitoxin MqsA	BlastRules:WP_000650107, SO:0001217, UniRef:UniRef50_A0AAP1R5U4
contig_1	cds	714444	716051	+	OBDLAM_00718	ygiS	putative deoxycholate-binding periplasmic protein YgiS	SO:0001217, UniRef:UniRef50_Q46863
contig_1	cds	716189	718447	+	OBDLAM_00719		DNA topoisomerase (ATP-hydrolyzing)	SO:0001217, UniRef:UniRef50_A0A6H2FB01
contig_1	cds	718681	719418	+	OBDLAM_00720		1-acyl-sn-glycerol-3-phosphate acyltransferase	SO:0001217, UniRef:UniRef50_A0A0B7GEJ2
contig_1	cds	719493	720905	+	OBDLAM_00721	ftsP	Cell division protein FtsP	SO:0001217, UniRef:UniRef50_P26648
contig_1	cds	721016	723235	+	OBDLAM_00722		Putative UPF0313 protein YPO0674/y3502/YP_2990	SO:0001217, UniRef:UniRef50_Q8CZS4
contig_1	cds	723278	723535	-	OBDLAM_00723	yqhH	Uncharacterized lipoprotein YqhH	SO:0001217, UniRef:UniRef50_P65298
contig_1	cds	723594	724511	-	OBDLAM_00724	yqhG	Uncharacterized protein YqhG	SO:0001217, UniRef:UniRef50_Q46858
contig_1	cds	724711	725538	-	OBDLAM_00725		2,5-diketo-D-gluconic acid reductase A	SO:0001217, UniRef:UniRef50_Q46857
contig_1	ncRNA	725577	725640	-	OBDLAM_00726	ES173	ES173 sRNA	RFAM:RF02753, SO:0000655
contig_1	cds	725643	726806	-	OBDLAM_00727	yqhD	Alcohol dehydrogenase YqhD	SO:0001217, UniRef:UniRef50_Q46856
contig_1	cds	726943	727899	+	OBDLAM_00728	yqhC	DNA-binding transcriptional regulator YqhC	BlastRules:WP_001407451, SO:0001217, UniRef:UniRef50_A8APP7
contig_1	cds	727939	728598	-	OBDLAM_00729	yghB	Inner membrane protein YghB	SO:0001217, UniRef:UniRef50_A0A2X3DNJ8
contig_1	cds	728738	729925	-	OBDLAM_00730	metC	Cystathionine beta-lyase MetC	SO:0001217, UniRef:UniRef50_P06721
contig_1	cds	730177	730911	+	OBDLAM_00731	exbB	Biopolymer transport protein ExbB	SO:0001217, UniRef:UniRef50_A0A0U5L0A0
contig_1	cds	730918	731343	+	OBDLAM_00732	exbD	Biopolymer transport protein ExbD	SO:0001217, UniRef:UniRef50_A0A7D6DIM6
contig_1	ncRNA	731421	731491	+	OBDLAM_00733	naRNA4	Nucleoid-associated noncoding RNA 4 (CssrE)	RFAM:RF02564, SO:0000655
contig_1	cds	731615	732499	-	OBDLAM_00734	yghA	NADP(+)-dependent aldehyde reductase	BlastRules:WP_000018760, EC:1.1.1.-, SO:0001217, UniRef:UniRef50_A0A379T860
contig_1	cds	732690	733184	+	OBDLAM_00735	yqhA	UPF0114 protein YqhA	SO:0001217, UniRef:UniRef50_A0A655E1W3
contig_1	cds	733224	734264	-	OBDLAM_00736	gpr	L-glyceraldehyde 3-phosphate reductase	BlastRules:WP_000262172, EC:1.1.1.-, SO:0001217, UniRef:UniRef50_A0A3S4JWT3
contig_1	cds	734421	735308	+	OBDLAM_00737		Carboxymethylenebutenolidase	SO:0001217, UniRef:UniRef50_A0A2C9D083
contig_1	cds	735427	735714	+	OBDLAM_00738		DUF2623 domain-containing protein	SO:0001217, UniRef:UniRef50_A8APN5
contig_1	cds	735903	737021	+	OBDLAM_00739		hydrogenase (acceptor)	SO:0001217, UniRef:UniRef50_A0A0E1NE69
contig_1	cds	737024	738010	+	OBDLAM_00740	hybA	Hydrogenase-2 operon protein HybA	SO:0001217, UniRef:UniRef50_P0AAJ8
contig_1	cds	738000	739178	+	OBDLAM_00741		putative Ni/Fe-hydrogenase 2 b-type cytochrome subunit	SO:0001217, UniRef:UniRef50_P37180
contig_1	cds	739175	740878	+	OBDLAM_00742		Hydrogenase-2 large chain	SO:0001217, UniRef:UniRef50_P0ACE0
contig_1	cds	740878	741372	+	OBDLAM_00743		Hydrogenase-2 component protein	SO:0001217, UniRef:UniRef50_A0A655C4J6
contig_1	cds	741365	741853	+	OBDLAM_00744		Hydrogenase-2 assembly chaperone	SO:0001217, UniRef:UniRef50_A0AA42FMW4
contig_1	cds	741846	742187	+	OBDLAM_00745	hypA	Hydrogenase maturation factor HypA	SO:0001217, UniRef:UniRef50_Q8FEL9
contig_1	cds	742200	742448	+	OBDLAM_00746	hybG	hydrogenase maturation factor HybG	BlastRules:WP_000334896, SO:0001217, UniRef:UniRef50_A0A6L6IPH9
contig_1	ncRNA	742464	742540	-	OBDLAM_00747	naRNA4	Nucleoid-associated noncoding RNA 4 (CssrE)	RFAM:RF02564, SO:0000655
contig_1	cds	742571	743437	-	OBDLAM_00748	yghU	Disulfide-bond oxidoreductase YghU	SO:0001217, UniRef:UniRef50_A0A2Z4YST1
contig_1	cds	743642	745501	+	OBDLAM_00749		Peptidase C51 domain-containing protein	SO:0001217, UniRef:UniRef50_A9MQL4
contig_1	cds	745622	745999	-	OBDLAM_00750		IS1 transposase	SO:0001217, UniRef:UniRef50_A0A899NDL5
